,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
6231,20.2,1,39121.71049623727,1,4.349747240885228,65.6,0.0,21.5,0,1,4.5377400574288655,3.7,3.95,3.95,2,3,2,-2.7755575615628914e-17
6232,20.6,1,25000.0,1,4.55,80.1,2.0,39.5,1,0,7.4,2.91,3.09,3.09,0,3,0,-2.7755575615628914e-17
6233,17.0,1,25000.0,1,5.91,95.5,0.0,11.0,0,0,2.4,2.43,2.92,2.92,0,2,0,-2.7755575615628914e-17
6234,20.5,0,71305.0,1,3.78,77.4,2.0,27.6,0,0,7.0,1.36,1.33,1.29,1,0,0,-2.7755575615628914e-17
6235,23.1,1,27436.0,1,0.6299999999999999,83.8,3.0,15.3,0,1,4.2,2.47,2.4,2.42,3,2,0,-2.7755575615628914e-17
6236,19.6,1,29764.0,1,4.98,79.7,1.0,41.0,1,0,7.2,1.58,1.11,1.11,0,2,0,-2.7755575615628914e-17
6237,21.1,1,40368.0,0,6.55,80.8,2.0,34.1,0,1,5.6,2.17,1.88,1.86,1,4,2,1.0
6238,19.3,0,40263.0,1,4.18,82.1,0.0,12.399999999999999,0,1,3.3,2.92,2.6,2.58,1,1,2,-2.7755575615628914e-17
6239,21.8,0,25000.0,1,3.26,90.8,2.0,17.5,0,0,5.9,1.31,0.97,0.98,2,3,1,-2.7755575615628914e-17
6240,20.5,0,28676.0,0,4.12,93.6,3.0,30.2,0,0,5.5,2.73,2.48,2.5,1,0,0,-2.7755575615628914e-17
6241,18.9,1,30385.0,1,5.52,70.9,2.0,5.0,0,0,5.9,3.33,3.29,3.29,0,1,2,-2.7755575615628914e-17
6242,23.9,1,35004.0,1,4.18,88.2,0.0,16.8,1,0,4.1,2.84,2.73,2.72,3,2,2,-2.7755575615628914e-17
6243,23.0,0,35367.0,1,3.12,92.0,6.0,20.1,0,0,3.4,1.68,1.52,1.53,3,0,1,1.0
6244,19.7,0,140430.0,1,2.72,84.7,6.0,45.4,1,1,6.6,2.31,2.12,2.09,1,2,0,-2.7755575615628914e-17
6245,22.1,0,25000.0,1,4.93,91.5,1.0,23.1,0,1,5.4,2.38,2.37,2.37,0,2,0,-2.7755575615628914e-17
6246,22.2,0,53533.0,1,8.07,72.0,1.0,37.9,1,0,6.5,3.96,4.0,4.0,1,4,0,-2.7755575615628914e-17
6247,22.4,1,60477.0,0,2.48,86.1,1.0,24.3,0,1,6.5,0.81,0.8599999999999999,0.8599999999999999,1,3,1,-2.7755575615628914e-17
6248,17.3,1,39961.0,1,4.81,92.0,1.0,38.9,0,0,6.8,3.72,4.0,4.0,1,0,2,-2.7755575615628914e-17
6249,23.2,0,25000.0,1,4.89,77.0,4.0,11.399999999999999,1,0,8.4,0.6600000000000001,0.8199999999999998,0.74,1,3,1,1.0
6250,19.7,1,80725.0,1,2.54,71.7,0.0,21.3,0,1,5.9,0.72,0.77,0.72,2,3,1,1.0
6251,20.2,0,25000.0,1,5.05,91.1,1.0,28.7,1,0,3.7,2.98,2.77,2.76,1,4,1,-2.7755575615628914e-17
6252,26.8,1,48231.6581373486,1,4.979485181638362,63.6,1.0,32.1,1,0,4.92966176331373,4.0,4.0,3.95,3,2,0,-2.7755575615628914e-17
6253,21.7,1,60055.0,1,5.24,77.4,0.0,33.9,0,0,5.0,1.93,2.04,2.04,0,1,0,-2.7755575615628914e-17
6254,20.2,0,25000.0,1,3.52,67.0,0.0,32.3,0,1,5.9,2.07,2.1,2.14,2,3,2,-2.7755575615628914e-17
6255,17.0,1,77488.0,1,2.2300000000000004,77.9,4.0,36.1,1,1,8.0,0.8199999999999998,0.8300000000000001,0.8300000000000001,0,0,1,-2.7755575615628914e-17
6256,24.1,1,25000.0,1,4.58,76.4,3.0,29.9,0,0,5.2,2.22,2.73,2.73,2,2,2,-2.7755575615628914e-17
6257,18.0,1,25000.0,1,3.81,67.6,2.0,32.1,0,0,8.5,1.35,1.54,1.53,3,0,0,1.0
6258,18.8,0,25000.0,1,4.85,77.3,2.0,17.8,1,0,8.7,2.0,2.12,2.18,1,3,0,-2.7755575615628914e-17
6259,20.3,1,38194.0,1,3.61,91.5,0.0,10.600000000000001,0,0,6.3,2.86,3.15,3.19,1,2,0,1.0
6260,24.1,1,26024.0,1,2.81,84.7,3.0,16.6,0,0,6.6,1.85,2.09,2.08,1,1,3,1.0
6261,22.7,0,39955.91087368151,1,4.386458337583005,68.9,4.0,9.8,1,0,4.866942290662838,2.98,2.65,2.65,3,2,2,-2.7755575615628914e-17
6262,20.7,1,69720.0,1,5.51,85.1,2.0,32.7,0,0,8.5,2.7,2.49,2.41,3,2,3,-2.7755575615628914e-17
6263,21.7,0,73723.0,1,5.06,87.8,3.0,41.3,0,1,4.4,4.0,3.78,3.76,2,4,2,-2.7755575615628914e-17
6264,19.7,1,25000.0,1,3.63,82.8,0.0,18.6,0,0,7.7,2.62,2.28,2.22,1,3,1,-2.7755575615628914e-17
6265,21.3,0,25000.0,1,2.4700000000000006,81.7,4.0,42.1,0,1,3.6,3.87,3.5,3.5,0,0,0,-2.7755575615628914e-17
6266,21.2,1,51155.47980772433,1,4.254850668134201,75.7,1.0,35.4,0,0,5.197989647116716,2.57,2.51,2.48,2,3,0,-2.7755575615628914e-17
6267,23.1,0,34323.0,0,3.59,85.3,1.0,23.4,1,0,7.5,3.03,3.38,3.38,0,3,0,-2.7755575615628914e-17
6268,23.1,0,44072.0,0,3.93,86.7,1.0,25.8,0,1,7.1,1.65,1.95,1.95,0,2,0,-2.7755575615628914e-17
6269,22.1,0,30878.0,0,6.57,84.2,3.0,43.4,1,1,4.7,1.99,2.22,2.29,3,0,0,-2.7755575615628914e-17
6270,20.2,1,28494.0,1,3.6,96.0,0.0,5.0,0,0,5.0,3.9,3.89,3.93,2,4,0,-2.7755575615628914e-17
6271,22.6,1,25000.0,1,4.17,80.4,0.0,43.3,0,0,8.3,2.02,1.54,1.58,1,2,1,-2.7755575615628914e-17
6272,20.8,0,44046.0,1,5.01,71.6,2.0,40.8,0,0,4.6,2.45,2.5,2.5,0,4,3,-2.7755575615628914e-17
6273,18.6,1,81382.0,1,4.66,95.4,2.0,22.9,1,0,4.7,2.68,3.16,3.09,1,0,2,-2.7755575615628914e-17
6274,20.1,1,25000.0,1,5.91,66.9,3.0,28.9,0,1,8.2,0.7,0.3900000000000001,0.33000000000000007,3,2,0,1.0
6275,21.2,0,28382.0,1,3.29,78.8,3.0,49.5,0,1,5.4,2.96,3.05,3.05,0,2,1,1.0
6276,23.0,1,25000.0,1,3.14,74.6,3.0,14.300000000000002,1,0,5.4,2.67,2.55,2.53,2,3,1,-2.7755575615628914e-17
6277,20.6,0,25000.0,1,3.52,81.2,3.0,27.8,0,1,8.8,1.47,1.11,1.08,2,3,0,1.0
6278,18.3,1,25000.0,1,2.79,80.9,0.0,37.8,0,0,4.3,2.16,1.78,1.68,3,2,1,-2.7755575615628914e-17
6279,21.1,0,37339.0,1,4.07,74.3,2.0,32.5,0,1,4.2,2.03,2.0,2.03,3,2,0,-2.7755575615628914e-17
6280,21.2,0,37910.0,1,4.2,90.5,1.0,30.6,0,0,5.8,2.0,1.96,1.94,2,2,2,-2.7755575615628914e-17
6281,21.4,1,71409.0,1,3.57,80.9,3.0,51.8,1,1,5.6,0.7899999999999998,0.5699999999999998,0.53,1,2,0,1.0
6282,23.0,0,29890.0,1,4.71,91.8,2.0,16.700000000000003,0,1,4.1,3.36,3.27,3.27,0,0,1,-2.7755575615628914e-17
6283,23.2,1,25000.0,1,4.75,72.6,2.0,17.2,1,0,7.0,2.6,2.51,2.46,1,4,0,-2.7755575615628914e-17
6284,19.7,0,25773.0,1,3.05,73.4,3.0,5.0,1,0,5.5,1.76,1.21,1.2,2,1,0,-2.7755575615628914e-17
6285,19.6,0,25000.0,1,4.75,73.1,0.0,17.1,0,1,5.6,3.27,3.62,3.71,3,4,1,-2.7755575615628914e-17
6286,18.7,1,25000.0,1,2.5,86.2,2.0,22.0,0,1,5.5,4.0,3.73,3.67,3,3,1,-2.7755575615628914e-17
6287,22.5,0,42122.0,1,2.79,96.0,0.0,33.8,0,1,3.6,4.0,4.0,3.98,1,4,0,-2.7755575615628914e-17
6288,24.2,1,33407.0,1,5.86,79.6,0.0,41.5,1,0,4.0,1.72,1.75,1.86,2,0,1,-2.7755575615628914e-17
6289,20.3,0,42300.0,1,3.7,63.5,1.0,18.4,1,0,2.7,2.02,1.97,1.97,0,1,1,-2.7755575615628914e-17
6290,20.5,1,25000.0,0,3.74,85.8,1.0,28.3,0,1,7.6,1.86,1.62,1.64,2,0,2,-2.7755575615628914e-17
6291,24.2,0,47778.0,1,6.17,87.3,1.0,46.8,0,1,5.5,4.0,3.8,3.81,3,4,2,-2.7755575615628914e-17
6292,22.1,0,34634.839457656155,1,3.646441454214407,58.7,1.0,27.8,0,0,6.716604247211034,1.1,1.23,1.13,1,1,1,1.0
6293,22.0,1,58105.0,1,3.66,86.5,3.0,36.2,0,0,4.7,3.42,3.4,3.33,3,3,2,-2.7755575615628914e-17
6294,18.4,0,36563.0,1,2.83,88.5,1.0,43.5,0,1,7.6,0.0,0.8900000000000001,0.9199999999999999,1,4,0,-2.7755575615628914e-17
6295,22.5,1,26260.0,1,4.6,65.6,0.0,18.8,0,0,2.6,3.67,3.6400000000000006,3.65,2,4,2,-2.7755575615628914e-17
6296,19.0,1,33768.0,1,5.88,90.9,3.0,16.4,0,0,7.2,2.0,1.85,1.85,1,4,2,-2.7755575615628914e-17
6297,18.5,1,29416.0,0,3.91,91.4,2.0,49.5,0,0,5.4,3.48,3.84,3.79,3,1,1,-2.7755575615628914e-17
6298,20.2,1,77471.0,1,5.68,79.5,0.0,37.0,0,1,3.0,2.19,2.18,2.19,3,4,2,-2.7755575615628914e-17
6299,19.7,1,34450.0,0,3.81,87.2,1.0,14.100000000000001,0,0,1.0,2.14,2.11,2.07,2,0,3,-2.7755575615628914e-17
6300,20.5,0,29704.0,1,3.02,97.8,0.0,17.300000000000004,1,0,6.4,1.7,1.42,1.53,1,0,2,-2.7755575615628914e-17
6301,17.8,1,25768.0,1,3.37,76.7,1.0,27.6,0,0,7.3,1.13,1.02,1.05,2,1,1,1.0
6302,23.1,1,49311.0,1,3.03,91.3,1.0,46.7,1,0,5.6,2.31,2.45,2.45,0,4,0,-2.7755575615628914e-17
6303,23.5,1,45467.0,1,5.79,84.0,1.0,41.8,0,1,6.6,3.71,3.7199999999999998,3.63,1,4,2,-2.7755575615628914e-17
6304,17.0,0,25228.0,1,5.47,72.9,1.0,42.8,0,0,6.3,0.69,0.5899999999999999,0.53,1,1,2,1.0
6305,23.2,0,25000.0,1,4.51,67.4,2.0,24.8,0,0,5.6,1.36,1.49,1.49,0,4,3,1.0
6306,19.2,1,25000.0,1,0.9199999999999999,87.8,3.0,29.9,1,1,7.2,0.69,0.71,0.71,0,3,2,-2.7755575615628914e-17
6307,22.9,0,26622.0,1,5.92,71.5,2.0,20.4,1,0,2.8,2.27,2.91,2.92,2,3,1,-2.7755575615628914e-17
6308,20.8,0,66793.0,1,3.5,89.7,1.0,25.0,1,1,5.7,3.52,3.73,3.7200000000000006,1,3,1,-2.7755575615628914e-17
6309,21.1,0,25588.0,1,3.19,64.5,1.0,16.5,0,0,6.7,1.73,2.37,2.37,0,0,0,-2.7755575615628914e-17
6310,20.6,1,25000.0,1,3.57,83.2,0.0,19.5,0,0,4.7,3.33,3.42,3.47,1,4,0,-2.7755575615628914e-17
6311,23.7,1,25000.0,1,4.05,79.4,1.0,21.3,0,0,6.0,2.89,2.76,2.76,0,4,0,-2.7755575615628914e-17
6312,18.3,0,73727.0,1,4.56,95.4,0.0,28.3,0,0,3.4,3.29,2.81,2.84,2,3,0,-2.7755575615628914e-17
6313,22.3,0,41832.0,1,5.41,83.8,3.0,35.0,1,0,5.6,1.78,2.06,1.93,3,4,0,-2.7755575615628914e-17
6314,23.4,1,47935.0,1,4.69,86.9,3.0,50.0,0,1,4.2,2.67,3.19,3.2,2,2,0,-2.7755575615628914e-17
6315,22.6,1,52945.0,1,4.04,78.6,0.0,25.6,0,0,4.6,2.79,2.48,2.49,1,1,1,-2.7755575615628914e-17
6316,26.1,0,26934.0,1,3.52,80.6,2.0,37.1,1,1,6.5,1.62,1.67,1.67,0,0,0,-2.7755575615628914e-17
6317,19.8,0,31281.0,1,2.86,90.4,0.0,27.8,0,1,2.3,3.99,4.0,4.0,3,0,1,-2.7755575615628914e-17
6318,23.1,0,72632.0,1,4.49,82.1,2.0,41.6,0,0,3.5,3.51,3.15,3.15,0,3,1,-2.7755575615628914e-17
6319,20.8,1,33115.0,1,4.69,74.6,5.0,14.9,1,1,6.8,2.94,2.68,2.61,2,1,1,-2.7755575615628914e-17
6320,23.7,1,42299.0,1,3.01,91.1,0.0,23.6,0,0,5.2,1.74,1.91,1.91,0,2,0,-2.7755575615628914e-17
6321,21.0,1,50128.0,1,2.63,95.5,1.0,38.0,0,0,4.2,3.11,3.23,3.28,3,0,1,-2.7755575615628914e-17
6322,20.1,1,43729.0,1,5.02,94.0,3.0,37.0,1,0,6.3,3.11,3.24,3.24,0,1,2,-2.7755575615628914e-17
6323,23.9,1,27532.0,1,3.45,92.3,1.0,37.2,0,0,3.5,2.96,2.65,2.65,0,2,1,-2.7755575615628914e-17
6324,19.9,0,29134.0,1,2.48,79.7,2.0,46.9,0,1,3.4,1.73,1.84,1.82,1,0,1,1.0
6325,17.9,0,47410.0,1,2.77,74.1,3.0,9.2,0,1,5.1,3.97,4.0,4.0,0,2,0,-2.7755575615628914e-17
6326,19.9,0,47363.0,1,4.67,72.5,2.0,14.9,0,0,5.3,1.51,1.95,1.89,2,1,3,-2.7755575615628914e-17
6327,22.4,1,59930.0,1,6.04,71.5,3.0,36.7,1,0,4.2,2.13,2.32,2.33,3,0,2,1.0
6328,24.1,1,31988.87107379755,1,3.876917400070063,81.3,1.0,39.8,0,1,5.038789303580922,2.81,3.23,3.16,3,4,1,-2.7755575615628914e-17
6329,21.2,1,37718.871016032754,1,4.314587855195999,96.2,3.0,37.9,0,0,7.323918828515117,1.23,1.09,1.02,1,0,1,1.0
6330,23.9,1,25000.0,1,3.87,68.8,1.0,62.5,1,0,5.4,2.79,3.13,3.1,3,3,1,1.0
6331,18.0,0,25000.0,1,5.06,82.1,4.0,19.0,0,1,3.4,2.7,2.82,2.82,0,4,0,-2.7755575615628914e-17
6332,20.0,1,47495.0,1,2.08,79.4,2.0,34.4,0,1,5.5,0.51,0.2599999999999998,0.26000000000000023,0,0,2,-2.7755575615628914e-17
6333,20.4,1,25000.0,1,6.1,72.6,0.0,29.1,0,1,1.7000000000000002,2.94,3.06,3.06,0,3,1,-2.7755575615628914e-17
6334,20.7,1,29366.0,0,1.6600000000000001,80.0,1.0,37.5,1,0,8.4,0.3999999999999999,0.06999999999999984,0.020000000000000018,3,0,1,-2.7755575615628914e-17
6335,21.2,1,68010.0,1,4.79,92.3,0.0,34.5,1,0,3.4,1.86,1.74,1.76,1,4,0,-2.7755575615628914e-17
6336,22.5,0,61842.0,1,3.54,83.8,1.0,23.8,0,1,5.9,0.46999999999999975,0.55,0.52,3,1,1,1.0
6337,20.0,1,35635.0,1,4.28,87.0,1.0,34.7,0,0,5.8,2.53,3.25,3.36,3,1,1,1.0
6338,21.3,0,25000.0,1,4.11,90.6,3.0,31.0,0,0,4.1,3.84,3.87,3.87,0,0,0,-2.7755575615628914e-17
6339,20.9,0,27611.0,1,2.86,85.1,7.0,31.5,1,0,7.8,1.65,1.25,1.25,0,3,1,1.0
6340,19.0,1,34129.706401547744,1,3.410688094941604,64.1,1.0,43.6,1,1,7.155023836678358,0.6000000000000001,0.44999999999999996,0.41999999999999993,2,4,2,1.0
6341,20.7,1,29089.0,1,3.71,82.8,1.0,59.8,0,0,4.2,3.11,2.72,2.7,1,0,1,-2.7755575615628914e-17
6342,20.7,0,25000.0,1,4.76,73.4,1.0,7.0,0,0,6.8,1.88,2.27,2.22,2,4,1,-2.7755575615628914e-17
6343,20.6,0,61665.0,1,3.15,82.5,1.0,45.5,0,0,3.7,2.78,2.26,2.27,2,0,0,-2.7755575615628914e-17
6344,21.1,1,33155.0,1,3.68,83.0,1.0,37.7,0,0,7.9,2.26,2.48,2.4,1,1,2,-2.7755575615628914e-17
6345,21.2,1,25000.0,1,4.72,92.5,2.0,21.1,0,0,7.8,2.27,2.52,2.51,3,2,0,-2.7755575615628914e-17
6346,20.0,1,39631.0,1,3.06,79.4,1.0,25.6,0,1,7.3,0.0,0.009999999999999787,0.020000000000000018,3,4,1,1.0
6347,23.8,1,53249.0,1,5.52,79.4,2.0,40.6,0,0,2.5,1.85,2.27,2.27,0,0,0,-2.7755575615628914e-17
6348,18.4,1,25000.0,1,4.38,69.9,1.0,30.6,1,0,4.5,2.21,2.21,2.3,1,0,2,1.0
6349,19.4,1,26363.0,1,6.58,87.2,1.0,29.4,0,0,4.5,3.85,4.0,3.9,2,0,0,-2.7755575615628914e-17
6350,27.1,1,25642.0,1,3.79,70.2,3.0,21.8,0,0,4.4,4.0,4.0,3.99,3,2,0,-2.7755575615628914e-17
6351,18.7,1,39002.0,1,4.36,78.0,2.0,20.9,1,1,7.9,1.53,1.28,1.27,1,0,1,1.0
6352,18.0,1,43443.0,1,3.71,76.3,1.0,18.4,1,1,2.2,2.59,2.47,2.41,1,1,1,-2.7755575615628914e-17
6353,22.6,0,25000.0,0,4.01,89.1,2.0,23.9,1,0,6.2,4.0,4.0,3.99,2,0,2,-2.7755575615628914e-17
6354,17.0,0,25000.0,1,4.72,85.9,1.0,28.5,1,0,6.8,0.8,1.6999999999999997,1.64,2,3,2,1.0
6355,20.5,0,55220.0,1,6.1,87.7,2.0,34.3,1,0,4.2,3.9,4.0,4.0,0,4,1,-2.7755575615628914e-17
6356,25.7,1,25000.0,1,5.86,89.6,2.0,20.1,0,0,6.4,4.0,4.0,4.0,0,4,2,-2.7755575615628914e-17
6357,17.6,0,34986.0,1,5.02,76.9,4.0,39.1,1,1,6.3,1.84,2.25,2.15,1,2,0,-2.7755575615628914e-17
6358,17.0,1,27469.0,1,2.61,75.1,2.0,19.1,0,1,5.0,2.49,1.85,1.84,3,4,0,-2.7755575615628914e-17
6359,17.7,0,32776.0,1,3.52,68.5,0.0,39.2,1,0,7.5,0.28000000000000025,0.0,0.10000000000000009,3,1,0,1.0
6360,23.0,1,80077.0,1,4.76,83.0,0.0,19.6,0,1,4.5,1.66,1.91,1.82,1,3,0,-2.7755575615628914e-17
6361,23.5,1,184051.0,1,2.97,75.7,1.0,54.2,0,0,7.5,1.54,1.64,1.64,0,2,2,1.0
6362,19.9,0,25000.0,0,3.98,85.6,1.0,37.8,1,0,5.7,3.53,3.33,3.28,2,4,2,-2.7755575615628914e-17
6363,22.5,0,26006.59577740723,1,4.987276419483615,76.3,1.0,40.1,0,0,4.72227885824087,4.0,4.0,3.94,1,0,1,-2.7755575615628914e-17
6364,24.1,0,27072.0,1,6.37,89.4,1.0,27.9,0,1,5.1,3.72,3.24,3.25,2,4,0,-2.7755575615628914e-17
6365,24.9,1,55754.0,1,3.8,83.0,0.0,37.3,0,0,3.0,2.99,3.13,3.13,0,1,1,-2.7755575615628914e-17
6366,20.5,1,52805.0,1,1.9500000000000002,82.6,0.0,15.0,1,0,4.8,3.13,2.79,2.74,1,4,2,-2.7755575615628914e-17
6367,17.0,1,69276.0,1,5.0,81.9,1.0,18.3,0,1,3.5,4.0,3.63,3.59,3,4,1,-2.7755575615628914e-17
6368,19.2,0,35277.0,1,5.36,99.0,5.0,26.3,0,0,6.0,2.88,2.89,2.82,3,1,0,-2.7755575615628914e-17
6369,20.1,0,25000.0,1,6.96,77.3,3.0,48.2,0,1,7.1,1.81,1.91,1.96,1,3,1,-2.7755575615628914e-17
6370,20.4,0,51875.0,1,3.43,82.6,7.0,42.1,0,0,6.3,1.88,1.81,1.87,3,0,0,-2.7755575615628914e-17
6371,20.6,1,31914.0,1,2.2199999999999998,80.6,6.0,5.0,0,0,4.2,2.63,2.9,2.89,2,4,1,-2.7755575615628914e-17
6372,23.5,0,25840.0,1,4.46,75.7,2.0,18.200000000000003,0,0,5.0,3.47,3.2,3.23,2,0,1,-2.7755575615628914e-17
6373,23.8,1,25000.0,1,4.68,79.0,1.0,29.0,0,1,6.0,2.31,2.05,2.09,3,4,1,-2.7755575615628914e-17
6374,20.6,1,54383.0,1,4.75,82.2,1.0,45.1,1,0,6.1,2.43,1.76,1.75,1,3,1,-2.7755575615628914e-17
6375,23.4,0,77810.0,0,3.48,72.5,5.0,32.9,0,0,8.4,1.18,0.9300000000000002,0.9300000000000002,0,3,1,1.0
6376,21.8,1,25000.0,1,4.56,95.2,1.0,5.0,0,0,6.6,2.87,2.88,2.88,0,4,0,1.0
6377,21.1,1,43182.0,1,4.14,87.8,0.0,15.9,1,1,5.8,1.62,1.44,1.42,2,4,1,-2.7755575615628914e-17
6378,23.0,1,25000.0,0,3.27,90.7,2.0,38.6,1,1,5.7,1.3,1.05,1.05,0,0,1,1.0
6379,21.2,1,25000.0,1,2.57,80.7,1.0,32.4,1,1,4.9,2.89,3.19,3.22,3,3,1,-2.7755575615628914e-17
6380,25.5,1,32488.0,1,3.58,79.5,2.0,31.6,0,1,5.5,1.53,1.58,1.58,0,0,1,1.0
6381,17.8,1,25000.0,1,3.91,80.3,1.0,43.3,0,0,6.8,0.94,0.9300000000000002,0.9300000000000002,0,1,2,1.0
6382,19.9,1,25000.0,0,4.89,76.4,1.0,25.8,0,1,4.2,2.93,2.93,2.93,0,2,3,-2.7755575615628914e-17
6383,20.7,1,25000.0,1,3.96,92.4,2.0,38.4,0,0,6.2,1.96,2.02,2.08,2,4,1,1.0
6384,22.0,0,25000.0,1,3.33,93.2,0.0,49.7,0,0,5.3,2.2,1.7199999999999998,1.65,3,4,0,-2.7755575615628914e-17
6385,23.8,0,25000.0,1,4.7,86.4,2.0,32.7,0,1,8.6,1.22,1.74,1.68,3,0,2,-2.7755575615628914e-17
6386,20.9,1,25000.0,1,3.91,95.6,3.0,19.3,1,1,6.0,1.78,1.71,1.73,2,4,0,1.0
6387,17.9,0,25000.0,1,3.1,100.0,1.0,24.9,0,1,6.1,1.6100000000000003,1.32,1.41,2,1,1,-2.7755575615628914e-17
6388,22.9,0,25000.0,1,4.44,96.8,3.0,19.2,1,0,4.0,4.0,4.0,3.93,1,3,2,-2.7755575615628914e-17
6389,22.7,1,37249.0,1,4.87,78.2,3.0,5.0,1,0,8.1,3.08,3.98,3.96,3,1,2,-2.7755575615628914e-17
6390,17.0,1,42452.0,1,3.88,62.6,0.0,20.5,1,0,6.4,1.99,1.73,1.68,2,4,0,-2.7755575615628914e-17
6391,21.0,0,34755.0,1,6.14,87.9,6.0,37.6,0,0,8.0,3.59,3.91,3.98,2,0,0,1.0
6392,17.5,0,25816.0,1,5.61,85.4,0.0,30.1,0,1,5.2,1.73,1.33,1.37,2,3,0,-2.7755575615628914e-17
6393,19.5,0,25401.0,1,4.68,82.9,4.0,46.3,0,0,5.5,1.28,1.14,1.14,0,1,2,1.0
6394,19.0,0,25000.0,1,3.53,80.1,0.0,31.7,1,0,3.0,4.0,4.0,4.0,0,1,1,-2.7755575615628914e-17
6395,22.8,1,25000.0,1,1.63,92.8,1.0,40.6,0,1,8.8,1.55,1.5700000000000003,1.57,0,0,0,-2.7755575615628914e-17
6396,21.3,1,45350.0,0,2.42,69.6,1.0,8.899999999999999,1,0,6.2,1.45,1.58,1.58,0,4,1,-2.7755575615628914e-17
6397,18.2,1,25000.0,1,5.16,94.3,2.0,24.7,0,0,8.8,1.39,1.45,1.36,3,3,0,1.0
6398,22.9,1,28327.0,1,2.8,95.9,1.0,26.8,0,0,4.9,3.77,3.6800000000000006,3.6399999999999997,3,3,1,-2.7755575615628914e-17
6399,17.8,1,25000.0,1,4.53,83.2,1.0,20.1,0,0,6.3,2.85,2.58,2.58,0,4,2,-2.7755575615628914e-17
6400,21.7,1,42594.0,1,2.84,84.3,0.0,48.3,1,0,7.3,1.6100000000000003,2.32,2.39,1,3,0,-2.7755575615628914e-17
6401,19.2,1,25000.0,1,3.76,72.5,0.0,6.800000000000001,0,0,6.1,0.6499999999999999,0.53,0.51,3,2,2,-2.7755575615628914e-17
6402,20.2,1,29956.0,1,3.38,90.0,3.0,28.6,0,0,4.9,1.67,1.47,1.53,3,3,0,1.0
6403,22.1,1,36526.0,1,5.09,92.2,1.0,43.6,0,1,4.6,3.62,3.47,3.49,1,0,2,-2.7755575615628914e-17
6404,22.1,1,25000.0,1,5.18,88.1,2.0,39.2,1,1,4.9,1.94,1.88,1.79,1,2,1,-2.7755575615628914e-17
6405,23.9,1,25000.0,1,1.9,72.1,0.0,25.4,0,1,10.0,0.2400000000000002,0.3999999999999999,0.3999999999999999,0,2,2,1.0
6406,20.8,1,28139.0,1,5.75,69.1,0.0,19.2,0,0,4.4,2.5,2.06,2.06,0,1,0,-2.7755575615628914e-17
6407,21.7,0,40477.0,1,3.66,80.1,0.0,43.1,1,0,1.8999999999999995,2.4,2.5,2.44,2,2,0,-2.7755575615628914e-17
6408,20.0,0,33173.0,1,5.41,82.6,4.0,23.7,0,0,5.6,0.46999999999999975,0.0,0.0,0,4,2,-2.7755575615628914e-17
6409,21.4,1,41617.0,1,5.71,90.1,0.0,20.0,0,0,5.5,3.91,4.0,3.89,1,3,1,-2.7755575615628914e-17
6410,22.0,1,25000.0,1,3.27,80.1,1.0,42.0,1,0,4.9,4.0,3.7199999999999998,3.74,1,1,1,-2.7755575615628914e-17
6411,20.8,0,25000.0,0,6.11,90.5,3.0,33.7,1,1,4.4,3.6,3.6800000000000006,3.69,1,1,1,-2.7755575615628914e-17
6412,17.0,1,31279.0,1,1.6799999999999997,91.0,2.0,25.8,0,0,5.0,3.26,3.22,3.22,1,0,1,-2.7755575615628914e-17
6413,21.7,0,25000.0,1,2.6500000000000004,85.8,3.0,33.9,1,0,3.1,1.6,1.92,1.92,0,0,1,1.0
6414,21.8,1,25000.0,0,3.46,89.0,1.0,35.3,1,0,8.7,1.54,1.11,1.11,0,4,1,-2.7755575615628914e-17
6415,19.5,0,52019.0,1,2.66,78.7,2.0,29.4,0,0,5.9,1.94,1.95,1.99,2,0,2,1.0
6416,18.2,0,33305.0,1,2.12,72.9,2.0,31.8,0,0,5.7,1.75,1.9,1.9,0,2,2,-2.7755575615628914e-17
6417,24.2,0,25000.0,0,5.33,77.4,2.0,5.0,1,0,7.4,1.55,1.65,1.66,3,4,2,1.0
6418,22.1,1,25000.0,1,3.42,75.3,2.0,28.7,0,1,10.0,3.0,2.87,2.84,1,3,2,-2.7755575615628914e-17
6419,20.5,0,43155.0,1,4.1,91.7,1.0,22.3,1,1,4.8,4.0,4.0,4.0,2,4,2,-2.7755575615628914e-17
6420,18.5,0,33765.0,1,4.88,88.9,1.0,20.4,1,0,6.1,3.37,2.92,2.97,1,3,0,-2.7755575615628914e-17
6421,19.2,0,25000.0,1,5.42,65.8,4.0,21.8,1,0,6.9,0.48,0.6499999999999999,0.76,2,0,0,1.0
6422,23.9,1,25000.0,1,6.02,83.4,2.0,24.0,1,0,6.7,1.62,1.51,1.53,1,2,0,-2.7755575615628914e-17
6423,21.3,0,91957.0,1,2.87,67.7,2.0,26.4,0,1,7.1,0.0,0.28000000000000025,0.31000000000000005,3,3,2,1.0
6424,19.8,1,25000.0,1,6.01,73.3,5.0,32.0,0,0,7.2,1.31,1.27,1.33,1,3,2,-2.7755575615628914e-17
